date,home_team,away_team,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,home_team_score,away_team_score,country,neutral_location,home_team_result
2003-09-10,Japan,Senegal,23,28,0,0,0,1,Japan,False,Lose
2003-10-08,Tunisia,Japan,42,24,0,0,0,1,Tunisia,False,Lose
2003-10-11,Tunisia,Morocco,42,36,0,0,0,0,Tunisia,False,Draw
2003-10-15,Mexico,Uruguay,5,22,0,0,0,2,USA,True,Lose
2003-11-15,Germany,France,7,2,0,0,0,3,Germany,False,Lose
2003-11-16,England,Denmark,6,14,0,0,2,3,England,False,Lose
2003-11-19,Brazil,Uruguay,1,20,0,0,3,3,Brazil,False,Draw
2003-11-19,Japan,Cameroon,28,14,0,0,0,0,Japan,False,Draw
2003-12-10,Japan,Korea Republic,28,22,0,0,0,0,Japan,False,Draw
2003-12-29,Saudi Arabia,Qatar,26,65,0,0,0,0,Kuwait,True,Draw
2004-02-07,Tunisia,Senegal,45,33,0,0,1,0,Tunisia,False,Win
2004-02-14,Tunisia,Morocco,45,38,0,0,2,1,Tunisia,False,Win
2004-02-18,Belgium,France,16,2,0,0,0,2,Belgium,False,Lose
2004-02-18,Croatia,Germany,19,12,0,0,1,2,Croatia,False,Lose
2004-02-18,IR Iran,Qatar,31,58,0,0,3,1,IR Iran,False,Win
2004-02-18,Morocco,Switzerland,33,45,0,0,2,1,Morocco,False,Win
2004-02-18,Netherlands,USA,4,11,0,0,1,0,Netherlands,False,Win
2004-02-18,Portugal,England,17,7,0,0,1,1,Portugal,False,Draw
2004-03-10,Mexico,Ecuador,5,40,0,0,2,1,Mexico,False,Win
2004-03-30,Argentina,Ecuador,6,40,0,0,1,0,Argentina,False,Win
2004-03-31,Germany,Belgium,10,16,0,0,3,0,Germany,False,Win
2004-03-31,Mexico,Costa Rica,5,18,0,0,2,0,USA,True,Win
2004-03-31,Netherlands,France,4,2,0,0,0,0,Netherlands,False,Draw
2004-03-31,Poland,USA,24,12,0,0,0,1,Poland,False,Lose
2004-03-31,Spain,Denmark,3,14,0,0,2,0,Spain,False,Win
2004-04-28,Morocco,Argentina,30,5,0,0,0,1,Morocco,False,Lose
2004-04-28,USA,Mexico,11,4,0,0,1,0,USA,False,Win
2004-05-20,France,Brazil,2,1,0,0,0,0,France,False,Draw
2004-05-29,Netherlands,Belgium,4,17,0,0,0,1,Netherlands,False,Lose
2004-05-30,Wales,Canada,66,93,0,0,1,0,Wales,False,Win
2004-06-01,England,Japan,12,25,0,0,1,1,England,False,Draw
2004-06-02,Brazil,Argentina,1,5,0,0,3,1,Brazil,False,Win
2004-06-02,Switzerland,Germany,47,9,0,0,0,2,Switzerland,False,Lose
2004-06-05,Denmark,Croatia,14,25,0,0,1,2,Denmark,False,Lose
2004-06-13,France,England,2,13,0,0,2,1,Portugal,True,Win
2004-06-13,Switzerland,Croatia,47,20,0,0,0,0,Portugal,True,Draw
2004-06-15,Germany,Netherlands,8,5,0,0,1,1,Portugal,True,Draw
2004-06-17,Croatia,France,20,2,0,0,2,2,Portugal,True,Draw
2004-06-17,England,Switzerland,13,47,0,0,3,0,Portugal,True,Win
2004-06-20,Portugal,Spain,22,3,0,0,1,0,Portugal,False,Win
2004-06-21,Croatia,England,20,13,0,0,2,4,Portugal,True,Lose
2004-06-21,Switzerland,France,47,2,0,0,1,3,Portugal,True,Lose
2004-06-24,Portugal,England,22,13,0,0,2,2,Portugal,False,Draw
2004-06-30,Portugal,Netherlands,22,5,0,0,2,1,Portugal,False,Win
2004-07-07,Argentina,Ecuador,11,37,0,0,6,1,Peru,True,Win
2004-07-07,Mexico,Uruguay,6,32,0,0,2,2,Peru,True,Draw
2004-07-10,Argentina,Mexico,11,6,0,0,0,1,Peru,True,Lose
2004-07-10,Uruguay,Ecuador,32,37,0,0,2,1,Peru,True,Win
2004-07-11,Brazil,Costa Rica,1,29,0,0,4,1,Peru,True,Win
2004-07-11,USA,Poland,7,27,0,0,1,1,USA,False,Draw
2004-07-13,Argentina,Uruguay,11,32,0,0,4,2,Peru,True,Win
2004-07-13,Mexico,Ecuador,6,37,0,0,2,1,Peru,True,Win
2004-07-18,Mexico,Brazil,6,1,0,0,0,4,Peru,True,Lose
2004-07-21,Uruguay,Brazil,32,1,0,0,1,1,Peru,True,Draw
2004-07-25,Argentina,Brazil,11,1,0,0,2,2,Peru,True,Draw
2004-07-28,Japan,IR Iran,24,21,0,0,0,0,China PR,True,Draw
2004-07-31,Korea Republic,IR Iran,20,21,0,0,3,4,China PR,True,Lose
2004-08-18,Japan,Argentina,20,4,0,0,1,2,Japan,False,Lose
2004-08-18,Poland,Denmark,28,15,0,0,1,5,Poland,False,Lose
2004-09-04,Morocco,Tunisia,33,36,0,0,1,1,Morocco,False,Draw
2004-09-05,Uruguay,Ecuador,19,42,0,0,1,0,Uruguay,False,Win
2004-09-08,Costa Rica,Canada,33,99,0,0,1,0,Costa Rica,False,Win
2004-09-08,Germany,Brazil,11,1,0,0,1,1,Germany,False,Draw
2004-09-08,Poland,England,29,7,0,0,1,2,Poland,False,Lose
2004-10-09,Argentina,Uruguay,3,17,0,0,4,2,Argentina,False,Win
2004-10-09,England,Wales,7,57,0,0,2,0,England,False,Win
2004-10-09,IR Iran,Germany,20,13,0,0,0,2,IR Iran,False,Lose
2004-10-09,Spain,Belgium,4,35,0,0,2,0,Spain,False,Win
2004-10-13,Canada,Costa Rica,95,32,0,0,1,3,Canada,False,Lose
2004-10-13,Qatar,IR Iran,62,20,0,0,2,3,Qatar,False,Lose
2004-10-13,Wales,Poland,57,29,0,0,2,3,Wales,False,Lose
2004-10-27,Mexico,Ecuador,10,48,0,0,2,1,USA,True,Win
2004-11-17,Ecuador,Brazil,44,1,0,0,1,0,Ecuador,False,Win
2004-11-17,France,Poland,2,26,0,0,0,0,France,False,Draw
2004-11-17,Germany,Cameroon,16,22,0,0,3,0,Germany,False,Win
2004-11-17,Spain,England,4,7,0,0,1,0,Spain,False,Win
2004-12-16,Japan,Germany,17,16,0,0,0,3,Japan,False,Lose
2004-12-19,Korea Republic,Germany,24,16,0,0,3,1,Korea Republic,False,Win
2005-02-09,Cameroon,Senegal,23,30,0,0,1,0,France,True,Win
2005-02-09,Costa Rica,Mexico,27,7,0,0,1,2,Costa Rica,False,Lose
2005-02-09,England,Netherlands,8,6,0,0,0,0,England,False,Draw
2005-02-09,Germany,Argentina,16,3,0,0,2,2,Germany,False,Draw
2005-02-16,Costa Rica,Ecuador,27,37,0,0,1,2,Costa Rica,False,Lose
2005-03-09,Mexico,Argentina,6,3,0,0,1,1,USA,True,Draw
2005-03-25,IR Iran,Japan,20,18,0,0,2,1,IR Iran,False,Win
2005-03-25,Saudi Arabia,Korea Republic,30,22,0,0,2,0,Saudi Arabia,False,Win
2005-03-26,France,Switzerland,2,49,0,0,0,0,France,False,Draw
2005-03-26,Portugal,Canada,9,84,0,0,4,1,Portugal,False,Win
2005-03-27,Mexico,USA,6,10,0,0,2,1,Mexico,False,Win
2005-03-30,Uruguay,Brazil,15,1,0,0,1,1,Uruguay,False,Draw
2005-04-27,Mexico,Poland,8,25,0,0,1,1,USA,True,Draw
2005-05-28,USA,England,10,6,0,0,1,2,USA,False,Lose
2005-06-04,Ecuador,Argentina,34,3,0,0,2,0,Ecuador,False,Win
2005-06-04,USA,Costa Rica,10,21,0,0,3,0,USA,False,Win
2005-06-08,Argentina,Brazil,3,1,0,0,3,1,Argentina,False,Win
2005-06-15,Argentina,Tunisia,3,38,0,0,2,1,Germany,True,Win
2005-06-15,Germany,Australia,21,57,0,0,4,3,Germany,False,Win
2005-06-16,Japan,Mexico,18,6,0,0,1,2,Germany,True,Lose
2005-06-18,Australia,Argentina,57,3,0,0,2,4,Germany,True,Lose
2005-06-18,Germany,Tunisia,21,38,0,0,3,0,Germany,False,Win
2005-06-19,Mexico,Brazil,6,1,0,0,1,0,Germany,True,Win
2005-06-21,Australia,Tunisia,57,38,0,0,0,2,Germany,True,Lose
2005-06-21,Germany,Argentina,21,3,0,0,2,2,Germany,False,Draw
2005-06-22,Japan,Brazil,18,1,0,0,2,2,Germany,True,Draw
2005-06-25,Germany,Brazil,21,1,0,0,2,3,Germany,False,Lose
2005-06-26,Mexico,Argentina,6,3,0,0,1,1,Germany,True,Draw
2005-06-29,Brazil,Argentina,1,3,0,0,4,1,Germany,True,Win
2005-06-29,Germany,Mexico,21,6,0,0,4,3,Germany,False,Win
2005-07-07,Canada,Costa Rica,85,24,0,0,0,1,USA,True,Lose
2005-07-09,USA,Canada,10,85,0,0,2,0,USA,False,Win
2005-07-12,USA,Costa Rica,10,24,0,0,0,0,USA,False,Draw
2005-08-07,Korea Republic,Japan,21,13,0,0,0,1,Korea Republic,False,Lose
2005-08-17,Croatia,Brazil,20,1,0,0,1,1,Croatia,False,Draw
2005-08-17,Denmark,England,18,7,0,0,4,1,Denmark,False,Win
2005-08-17,Japan,IR Iran,17,15,0,0,2,1,Japan,False,Win
2005-08-17,Korea Republic,Saudi Arabia,23,27,0,0,0,1,Korea Republic,False,Lose
2005-08-17,Mexico,Costa Rica,5,21,0,0,2,0,Mexico,False,Win
2005-08-17,Netherlands,Germany,3,11,0,0,2,2,Netherlands,False,Draw
2005-08-17,Senegal,Ghana,40,70,0,0,0,0,England,True,Draw
2005-08-17,Spain,Uruguay,8,25,0,0,2,0,Spain,False,Win
2005-09-03,Spain,Canada,8,84,0,0,2,1,Spain,False,Win
2005-09-03,USA,Mexico,6,5,0,0,2,0,USA,False,Win
2005-09-03,Wales,England,83,7,0,0,0,1,Wales,False,Lose
2005-09-07,Poland,Wales,22,83,0,0,1,0,Poland,False,Win
2005-10-08,Belgium,Spain,47,8,0,0,0,2,Belgium,False,Lose
2005-10-08,Costa Rica,USA,19,7,0,0,3,0,Costa Rica,False,Win
2005-10-08,Ecuador,Uruguay,33,25,0,0,0,0,Ecuador,False,Draw
2005-10-08,Switzerland,France,38,6,0,0,1,1,Switzerland,False,Draw
2005-10-08,Tunisia,Morocco,23,36,0,0,2,2,Tunisia,False,Draw
2005-10-12,England,Poland,11,17,0,0,2,1,England,False,Win
2005-10-12,Korea Republic,IR Iran,26,18,0,0,2,0,Korea Republic,False,Win
2005-10-12,Uruguay,Argentina,25,3,0,0,1,0,Uruguay,False,Win
2005-10-26,Mexico,Uruguay,6,17,0,0,3,1,Mexico,False,Win
2005-11-09,France,Costa Rica,5,20,0,0,3,2,Martinique,True,Win
2005-11-12,England,Argentina,9,4,0,0,3,2,Switzerland,True,Win
2005-11-12,France,Germany,5,15,0,0,0,0,France,False,Draw
2005-11-12,Portugal,Croatia,9,19,0,0,2,0,Portugal,False,Win
2005-11-12,Uruguay,Australia,17,54,0,0,1,0,Uruguay,False,Win
2005-11-13,Ecuador,Poland,36,23,0,0,0,3,Spain,True,Lose
2005-11-14,Saudi Arabia,Ghana,31,51,0,0,1,3,Saudi Arabia,False,Lose
2005-11-15,Morocco,Cameroon,35,23,0,0,0,0,France,True,Draw
2005-11-16,Australia,Uruguay,54,17,0,0,1,0,Australia,False,Win
2005-11-16,Qatar,Argentina,77,4,0,0,0,3,Qatar,False,Lose
2005-12-27,Ecuador,Senegal,37,30,0,0,1,2,Egypt,True,Lose
2006-01-15,Tunisia,Ghana,28,50,0,0,2,0,Tunisia,False,Win
2006-01-22,USA,Canada,7,84,0,0,0,0,USA,False,Draw
2006-01-27,Ghana,Senegal,50,30,0,0,1,0,Egypt,True,Win
2006-01-29,Korea Republic,Croatia,29,20,0,0,2,0,Hong Kong,True,Win
2006-02-10,USA,Japan,7,15,0,0,3,2,USA,False,Win
2006-02-11,Costa Rica,Korea Republic,21,29,0,0,1,0,USA,True,Win
2006-02-15,Mexico,Korea Republic,6,31,0,0,0,1,USA,True,Lose
2006-03-01,Argentina,Croatia,4,23,0,0,2,3,Switzerland,True,Lose
2006-03-01,England,Uruguay,9,21,0,0,2,1,England,False,Win
2006-03-01,IR Iran,Costa Rica,22,25,0,0,3,2,IR Iran,False,Win
2006-03-01,Mexico,Ghana,6,48,0,0,1,0,USA,True,Win
2006-03-01,Netherlands,Ecuador,3,38,0,0,1,0,Netherlands,False,Win
2006-03-01,Poland,USA,26,6,0,0,0,1,Germany,True,Lose
2006-03-01,Saudi Arabia,Portugal,35,10,0,0,0,3,Germany,True,Lose
2006-03-01,Tunisia,Serbia,23,47,0,0,0,1,Tunisia,False,Lose
2006-03-22,Germany,USA,22,5,0,0,4,1,Germany,False,Win
2006-03-28,Saudi Arabia,Poland,34,26,0,0,1,2,Saudi Arabia,False,Lose
2006-03-30,Japan,Ecuador,18,38,0,0,1,0,Japan,False,Win
2006-05-11,Belgium,Saudi Arabia,56,34,0,0,2,1,Netherlands,True,Win
2006-05-23,Korea Republic,Senegal,29,28,0,0,1,1,Korea Republic,False,Draw
2006-05-23,USA,Morocco,5,36,0,0,0,1,USA,False,Lose
2006-05-27,France,Mexico,8,4,0,0,1,0,France,False,Win
2006-05-27,Netherlands,Cameroon,3,15,0,0,1,0,Netherlands,False,Win
2006-05-27,Serbia,Uruguay,47,22,0,0,1,1,Serbia and Montenegro,False,Draw
2006-05-28,Croatia,IR Iran,23,23,0,0,2,2,Croatia,False,Draw
2006-05-30,Germany,Japan,19,18,0,0,2,2,Germany,False,Draw
2006-05-31,France,Denmark,8,11,0,0,2,0,France,False,Win
2006-06-01,Netherlands,Mexico,3,4,0,0,2,1,Netherlands,False,Win
2006-06-02,Tunisia,Uruguay,21,22,0,0,0,0,Tunisia,False,Draw
2006-06-03,Croatia,Poland,23,29,0,0,0,1,Germany,True,Lose
2006-06-04,Ghana,Korea Republic,48,29,0,0,3,1,Scotland,True,Win
2006-06-04,Netherlands,Australia,3,42,0,0,1,1,Netherlands,False,Draw
2006-06-07,Spain,Croatia,5,23,0,0,2,1,Switzerland,True,Win
2006-06-09,Germany,Costa Rica,19,26,0,0,4,2,Germany,False,Win
2006-06-09,Poland,Ecuador,29,39,0,0,0,2,Germany,True,Lose
2006-06-11,Mexico,IR Iran,4,23,0,0,3,1,Germany,True,Win
2006-06-11,Serbia,Netherlands,47,3,0,0,0,1,Germany,True,Lose
2006-06-12,Australia,Japan,42,18,0,0,3,1,Germany,True,Win
2006-06-13,Brazil,Croatia,1,23,0,0,1,0,Germany,True,Win
2006-06-13,France,Switzerland,8,35,0,0,0,0,Germany,True,Draw
2006-06-14,Germany,Poland,19,29,0,0,1,0,Germany,False,Win
2006-06-14,Tunisia,Saudi Arabia,21,34,0,0,2,2,Germany,True,Draw
2006-06-15,Ecuador,Costa Rica,39,26,0,0,3,0,Germany,True,Win
2006-06-16,Argentina,Serbia,9,47,0,0,6,0,Germany,True,Win
2006-06-17,Portugal,IR Iran,7,23,0,0,2,0,Germany,True,Win
2006-06-18,Brazil,Australia,1,42,0,0,2,0,Germany,True,Win
2006-06-18,France,Korea Republic,8,29,0,0,1,1,Germany,True,Draw
2006-06-18,Japan,Croatia,18,23,0,0,0,0,Germany,True,Draw
2006-06-19,Spain,Tunisia,5,21,0,0,3,1,Germany,True,Win
2006-06-20,Costa Rica,Poland,26,29,0,0,1,2,Germany,True,Lose
2006-06-20,Germany,Ecuador,19,39,0,0,3,0,Germany,False,Win
2006-06-21,Netherlands,Argentina,3,9,0,0,0,0,Germany,True,Draw
2006-06-21,Portugal,Mexico,7,4,0,0,2,1,Germany,True,Win
2006-06-22,Croatia,Australia,23,42,0,0,2,2,Germany,True,Draw
2006-06-22,Ghana,USA,48,5,0,0,2,1,Germany,True,Win
2006-06-22,Japan,Brazil,18,1,0,0,1,4,Germany,True,Lose
2006-06-23,Saudi Arabia,Spain,34,5,0,0,0,1,Germany,True,Lose
2006-06-23,Switzerland,Korea Republic,35,29,0,0,2,0,Germany,True,Win
2006-06-24,Argentina,Mexico,9,4,0,0,2,1,Germany,True,Win
2006-06-25,England,Ecuador,10,39,0,0,1,0,Germany,True,Win
2006-06-25,Portugal,Netherlands,7,3,0,0,1,0,Germany,True,Win
2006-06-27,Brazil,Ghana,1,48,0,0,3,0,Germany,True,Win
2006-06-27,Spain,France,5,8,0,0,1,3,Germany,True,Lose
2006-06-30,Germany,Argentina,19,9,0,0,1,1,Germany,False,Draw
2006-07-01,Brazil,France,1,8,0,0,0,1,Germany,True,Lose
2006-07-01,England,Portugal,10,7,0,0,0,0,Germany,True,Draw
2006-07-05,Portugal,France,7,8,0,0,0,1,Germany,True,Lose
2006-07-08,Germany,Portugal,19,7,0,0,3,1,Germany,False,Win
2006-08-16,Denmark,Poland,17,30,0,0,2,0,Denmark,False,Win
2006-09-01,Denmark,Portugal,17,8,0,0,4,2,Denmark,False,Win
2006-09-02,Korea Republic,IR Iran,52,45,0,0,1,1,Korea Republic,False,Draw
2006-09-03,Argentina,Brazil,3,1,0,0,0,3,England,True,Lose
2006-09-03,Saudi Arabia,Japan,75,48,0,0,1,0,Saudi Arabia,False,Win
2006-09-05,Wales,Brazil,56,1,0,0,0,2,England,True,Lose
2006-09-06,Poland,Serbia,30,33,0,0,1,1,Poland,False,Draw
2006-09-06,Switzerland,Costa Rica,13,47,0,0,2,0,Switzerland,False,Win
2006-10-04,Japan,Ghana,47,23,0,0,0,1,Japan,False,Lose
2006-10-07,Serbia,Belgium,32,50,0,0,1,0,Serbia,False,Win
2006-10-08,Korea Republic,Ghana,49,23,0,0,1,3,Korea Republic,False,Lose
2006-10-10,Brazil,Ecuador,1,30,0,0,2,1,Sweden,True,Win
2006-10-11,Croatia,England,24,4,0,0,2,0,Croatia,False,Win
2006-10-11,Poland,Portugal,35,9,0,0,2,1,Poland,False,Win
2006-10-11,Spain,Argentina,10,3,0,0,2,1,Spain,False,Win
2006-11-14,Australia,Ghana,37,24,0,0,1,1,England,True,Draw
2006-11-15,Belgium,Poland,47,27,0,0,0,1,Belgium,False,Lose
2006-11-15,IR Iran,Korea Republic,43,48,0,0,2,0,IR Iran,False,Win
2006-11-15,Japan,Saudi Arabia,46,62,0,0,3,1,Japan,False,Win
2006-11-15,Netherlands,England,7,5,0,0,1,1,Netherlands,False,Draw
2006-11-15,Switzerland,Brazil,15,1,0,0,1,2,Switzerland,False,Lose
2007-01-21,Saudi Arabia,Qatar,64,59,0,0,1,1,United Arab Emirates,True,Draw
2007-02-06,Australia,Denmark,39,23,0,0,1,3,England,True,Lose
2007-02-06,Portugal,Brazil,8,1,0,0,2,0,England,True,Win
2007-02-07,England,Spain,6,12,0,0,0,1,England,False,Lose
2007-02-07,France,Argentina,4,3,0,0,0,1,France,False,Lose
2007-02-07,Germany,Switzerland,5,17,0,0,3,1,Germany,False,Win
2007-02-07,Morocco,Tunisia,42,32,0,0,1,1,Morocco,False,Draw
2007-02-07,USA,Mexico,31,21,0,0,2,0,USA,False,Win
2007-03-24,Korea Republic,Uruguay,48,26,0,0,0,2,Korea Republic,False,Lose
2007-03-24,Portugal,Belgium,8,55,0,0,4,0,Portugal,False,Win
2007-03-24,Qatar,IR Iran,80,34,0,0,0,1,Qatar,False,Lose
2007-03-24,Spain,Denmark,10,22,0,0,2,1,Spain,False,Win
2007-03-25,USA,Ecuador,30,24,0,0,3,1,USA,False,Win
2007-03-27,Brazil,Ghana,3,19,0,0,1,0,Sweden,True,Win
2007-03-28,Germany,Denmark,5,22,0,0,0,1,Germany,False,Lose
2007-03-28,Mexico,Ecuador,21,24,0,0,4,2,USA,True,Win
2007-03-28,Serbia,Portugal,28,8,0,0,1,1,Serbia,False,Draw
2007-06-01,England,Brazil,8,2,0,0,1,1,England,False,Draw
2007-06-02,Australia,Uruguay,42,23,0,0,1,2,Australia,False,Lose
2007-06-02,Belgium,Portugal,62,7,0,0,1,2,Belgium,False,Lose
2007-06-02,Korea Republic,Netherlands,51,6,0,0,0,2,Korea Republic,False,Lose
2007-06-02,Mexico,IR Iran,20,41,0,0,4,0,Mexico,False,Win
2007-06-02,Switzerland,Argentina,21,3,0,0,1,1,Switzerland,False,Draw
2007-06-06,Costa Rica,Canada,52,94,0,0,1,2,USA,True,Lose
2007-06-17,Mexico,Costa Rica,26,46,0,0,1,0,USA,True,Win
2007-06-21,USA,Canada,16,56,0,0,2,1,USA,False,Win
2007-06-24,USA,Mexico,16,26,0,0,2,1,USA,False,Win
2007-06-27,Brazil,Mexico,3,26,0,0,0,2,Venezuela,True,Lose
2007-06-28,Argentina,USA,5,16,0,0,4,1,Venezuela,True,Win
2007-07-01,Mexico,Ecuador,26,44,0,0,2,1,Venezuela,True,Win
2007-07-04,Brazil,Ecuador,3,44,0,0,1,0,Venezuela,True,Win
2007-07-09,Japan,Qatar,40,85,0,0,1,1,Vietnam,True,Draw
2007-07-10,Uruguay,Brazil,30,3,0,0,2,2,Venezuela,True,Draw
2007-07-11,Korea Republic,Saudi Arabia,51,62,0,0,1,1,Indonesia,True,Draw
2007-07-11,Mexico,Argentina,26,5,0,0,0,3,Venezuela,True,Lose
2007-07-14,Mexico,Uruguay,26,30,0,0,3,1,Venezuela,True,Win
2007-07-15,Brazil,Argentina,3,5,0,0,3,0,Venezuela,True,Win
2007-07-21,Japan,Australia,36,49,0,0,1,1,Vietnam,True,Draw
2007-07-22,IR Iran,Korea Republic,46,58,0,0,0,0,Malaysia,True,Draw
2007-07-25,Japan,Saudi Arabia,36,61,0,0,2,3,Vietnam,True,Lose
2007-07-28,Korea Republic,Japan,58,36,0,0,0,0,Indonesia,True,Draw
2007-08-21,Ghana,Senegal,37,44,0,0,1,1,England,True,Draw
2007-08-22,Belgium,Serbia,69,18,0,0,3,2,Belgium,False,Win
2007-08-22,England,Germany,12,5,0,0,1,2,England,False,Lose
2007-08-22,Japan,Cameroon,41,16,0,0,2,0,Japan,False,Win
2007-08-22,Switzerland,Netherlands,45,7,0,0,2,1,Switzerland,False,Win
2007-09-08,Morocco,Ghana,34,43,0,0,0,2,France,True,Lose
2007-09-08,Portugal,Poland,10,20,0,0,2,2,Portugal,False,Draw
2007-09-08,Wales,Germany,74,5,0,0,0,2,Wales,False,Lose
2007-09-09,USA,Brazil,17,1,0,0,2,4,USA,False,Lose
2007-09-11,Australia,Argentina,49,2,0,0,0,1,Australia,False,Lose
2007-09-11,Saudi Arabia,Ghana,51,43,0,0,5,0,Saudi Arabia,False,Win
2007-09-11,Switzerland,Japan,45,41,0,0,3,4,Austria,True,Lose
2007-09-12,Canada,Costa Rica,53,52,0,0,1,1,Canada,False,Draw
2007-09-12,Mexico,Brazil,11,1,0,0,1,3,USA,True,Lose
2007-09-12,Portugal,Serbia,10,18,0,0,1,1,Portugal,False,Draw
2007-10-13,Denmark,Spain,28,7,0,0,1,3,Denmark,False,Lose
2007-10-17,Brazil,Ecuador,3,57,0,0,5,0,Brazil,False,Win
2007-10-17,Switzerland,USA,42,18,0,0,0,1,Switzerland,False,Lose
2007-11-16,France,Morocco,4,42,0,0,2,2,France,False,Draw
2007-11-17,Poland,Belgium,20,54,0,0,2,0,Poland,False,Win
2007-11-21,Brazil,Uruguay,2,17,0,0,2,1,Brazil,False,Win
2007-11-21,England,Croatia,11,10,0,0,2,3,England,False,Lose
2007-11-21,Germany,Wales,5,58,0,0,0,0,Germany,False,Draw
2007-11-21,Morocco,Senegal,42,34,0,0,3,0,France,True,Win
2007-11-21,Serbia,Poland,27,20,0,0,2,2,Serbia,False,Draw
2008-01-10,Qatar,IR Iran,87,41,0,0,0,0,Qatar,False,Draw
2008-01-23,Tunisia,Senegal,46,40,0,0,2,2,Ghana,True,Draw
2008-01-28,Ghana,Morocco,43,39,0,0,2,0,Ghana,False,Win
2008-01-30,IR Iran,Costa Rica,41,69,0,0,0,0,IR Iran,False,Draw
2008-02-04,Tunisia,Cameroon,46,25,0,0,2,3,Ghana,True,Lose
2008-02-06,Australia,Qatar,48,88,0,0,3,0,Australia,False,Win
2008-02-06,Croatia,Netherlands,10,9,0,0,0,3,Croatia,False,Lose
2008-02-06,England,Switzerland,12,44,0,0,2,1,England,False,Win
2008-02-06,Spain,France,4,7,0,0,1,0,Spain,False,Win
2008-02-06,USA,Mexico,20,15,0,0,2,2,USA,False,Draw
2008-02-07,Ghana,Cameroon,43,25,0,0,0,1,Ghana,False,Lose
2008-02-23,Japan,Korea Republic,35,41,0,0,1,1,China PR,True,Draw
2008-03-26,Belgium,Morocco,42,49,0,0,1,4,Belgium,False,Lose
2008-03-26,France,England,7,11,0,0,1,0,France,False,Win
2008-03-26,Ghana,Mexico,15,16,0,0,1,2,England,True,Lose
2008-03-26,Poland,USA,24,28,0,0,0,3,Poland,False,Lose
2008-03-26,Switzerland,Germany,40,5,0,0,0,4,Switzerland,False,Lose
2008-05-23,Australia,Ghana,43,14,0,0,1,0,Australia,False,Win
2008-05-27,France,Ecuador,7,55,0,0,2,0,France,False,Win
2008-05-28,England,USA,11,21,0,0,2,0,England,False,Win
2008-05-29,Netherlands,Denmark,10,33,0,0,1,1,Netherlands,False,Draw
2008-05-31,Brazil,Canada,2,62,0,0,3,2,USA,True,Win
2008-05-31,Germany,Serbia,5,31,0,0,2,1,Germany,False,Win
2008-06-01,Netherlands,Wales,10,52,0,0,2,0,Netherlands,False,Win
2008-06-01,Poland,Denmark,27,33,0,0,1,1,Poland,False,Draw
2008-06-04,Mexico,Argentina,14,1,0,0,1,4,USA,True,Lose
2008-06-04,Spain,USA,4,21,0,0,1,0,Spain,False,Win
2008-06-08,Germany,Poland,5,28,0,0,2,0,Austria,True,Win
2008-06-08,USA,Argentina,21,1,0,0,0,0,USA,False,Draw
2008-06-12,Croatia,Germany,15,5,0,0,2,1,Austria,True,Win
2008-06-13,Netherlands,France,10,7,0,0,4,1,Switzerland,True,Win
2008-06-14,Qatar,Australia,83,35,0,0,1,3,Qatar,False,Lose
2008-06-15,Argentina,Ecuador,1,59,0,0,1,1,Argentina,False,Draw
2008-06-15,Switzerland,Portugal,44,11,0,0,2,0,Switzerland,False,Win
2008-06-16,Poland,Croatia,28,15,0,0,0,1,Austria,True,Lose
2008-06-18,Brazil,Argentina,2,1,0,0,0,0,Brazil,False,Draw
2008-06-19,Portugal,Germany,11,5,0,0,2,3,Switzerland,True,Lose
2008-06-29,Germany,Spain,5,4,0,0,0,1,Austria,True,Lose
2008-08-11,IR Iran,Qatar,45,71,0,0,6,1,IR Iran,False,Win
2008-08-20,Denmark,Spain,36,1,0,0,0,3,Denmark,False,Lose
2008-08-20,Germany,Belgium,2,46,0,0,2,0,Germany,False,Win
2008-08-20,Japan,Uruguay,35,24,0,0,1,3,Japan,False,Lose
2008-08-30,Saudi Arabia,Qatar,52,71,0,0,2,1,Saudi Arabia,False,Win
2008-09-06,Netherlands,Australia,4,39,0,0,1,2,Netherlands,False,Lose
2008-09-06,Saudi Arabia,IR Iran,48,46,0,0,1,1,Saudi Arabia,False,Draw
2008-09-10,Croatia,England,5,15,0,0,1,4,Croatia,False,Lose
2008-09-10,France,Serbia,11,33,0,0,2,1,France,False,Win
2008-09-10,Mexico,Canada,24,81,0,0,2,1,Mexico,False,Win
2008-09-10,Portugal,Denmark,9,36,0,0,2,3,Portugal,False,Lose
2008-09-10,Uruguay,Ecuador,22,52,0,0,0,0,Uruguay,False,Draw
2008-10-11,Argentina,Uruguay,7,20,0,0,2,1,Argentina,False,Win
2008-10-14,France,Tunisia,11,47,0,0,3,1,France,False,Win
2008-10-15,Australia,Qatar,34,78,0,0,4,0,Australia,False,Win
2008-10-15,Belgium,Spain,51,1,0,0,1,2,Belgium,False,Lose
2008-10-15,Canada,Mexico,84,24,0,0,2,2,Canada,False,Draw
2008-10-15,Germany,Wales,3,61,0,0,1,0,Germany,False,Win
2008-11-09,Qatar,IR Iran,78,48,0,0,0,1,Qatar,False,Lose
2008-11-12,Mexico,Ecuador,25,31,0,0,2,1,USA,True,Win
2008-11-19,Brazil,Portugal,5,10,0,0,6,2,Brazil,False,Win
