first_sign;second_sign;third_sign;fourth_sign;fifth_sign;sixth_sign;seventh_sign;eighth_sign;ninth_sign;tenth_sign;price_rub
66.77;5;83.88;0;26;1982;2.77;0;0;11;10881827
56.98;3;38.8;1;24;1972;12.14;1;1;5;8141371
79.52;5;41.88;1;30;1958;4.66;0;1;22;12540167
102.33;2;39.02;1;22;1977;6.51;1;0;20;12637169
23.9;3;51.8;1;7;1967;9.03;1;1;25;6370805
49.73;4;40.07;1;1;2020;7.57;0;0;20;9118367
47.74;2;48.75;1;19;2000;6.84;0;1;21;9372063
41.55;1;57.82;0;24;2011;18.64;1;1;28;5621493
46.39;5;57.63;0;21;1974;5.68;1;1;10;9712433
45.79;1;63.62;1;18;1980;9.82;0;1;20;7243446
15.0;4;103.85;1;22;1999;13.92;0;1;7;6182929
52.41;2;49.35;0;5;2012;18.16;0;0;17;6747605
63.36;5;64.33;0;13;1986;14.9;1;1;6;10697004
84.75;4;63.96;0;27;1998;4.51;1;1;29;13417831
97.77;2;48.66;0;23;1957;8.33;0;1;4;11648947
102.48;1;22.5;0;2;2002;7.29;0;0;18;11215473
68.74;2;62.87;1;2;1974;1.22;0;1;30;11030143
18.86;2;79.98;1;28;1970;8.18;0;0;13;4232782
71.24;2;35.66;0;24;2006;10.02;0;0;2;9435120
58.29;1;96.9;1;10;1982;10.97;1;0;16;7444399
73.75;5;58.24;1;11;1974;1.61;0;0;23;12528227
43.89;5;70.37;0;6;1987;8.24;1;0;29;9648316
28.55;2;40.21;0;6;1966;15.51;1;1;17;4718712
77.69;3;48.65;1;13;2011;6.19;0;1;23;12534039
33.44;1;122.8;0;13;1997;6.88;0;1;12;6643919
89.41;3;28.6;1;5;2021;12.18;0;0;1;11170984
75.79;3;70.94;1;24;2024;6.39;1;0;28;11579558
52.24;2;46.9;0;14;1980;8.46;1;0;7;7726226
62.2;2;29.65;1;27;2015;14.31;0;1;7;8689093
74.02;4;77.28;0;16;2000;5.15;0;0;23;11012243
92.65;3;46.47;0;19;2018;6.64;1;0;11;13219454
47.6;5;58.07;0;3;1973;8.49;0;1;17;9806880
63.48;3;35.72;1;27;2024;0.55;0;0;2;10960636
67.65;3;85.39;0;9;1954;9.31;0;0;21;9557233
88.17;1;52.92;0;19;1955;8.15;1;0;25;10010718
72.49;3;67.25;1;4;2002;22.12;0;0;15;7915748
51.18;5;53.43;0;4;2012;15.19;0;1;14;10193926
50.23;1;75.78;1;18;1950;4.05;1;1;21;8172913
101.31;2;75.49;1;17;2010;4.13;0;1;6;13980214
87.27;3;31.36;1;11;2012;6.96;0;1;8;13139148
52.14;3;78.35;0;10;1971;9.26;1;0;3;8577200
70.48;2;30.95;0;26;1994;7.04;0;1;9;10013665
32.99;5;64.27;0;9;2001;13.6;0;0;2;7595424
48.56;1;62.72;1;24;1989;11.3;0;0;9;6523796
42.92;1;69.33;1;2;2002;7.1;1;1;3;7932719
42.97;4;37.82;0;16;2019;4.28;1;1;5;10195457
40.89;3;76.72;0;12;2012;8.53;0;0;6;7109694
70.24;1;34.08;1;9;1979;15.56;0;0;16;7908519
30.95;5;83.96;0;30;1997;4.97;0;1;17;9185780
41.0;5;51.87;0;13;1958;9.25;0;0;22;8931875
50.02;3;30.81;1;23;2002;7.58;0;0;20;8295600
60.12;5;55.25;0;27;1975;18.16;1;0;21;9282627
38.88;4;41.61;1;12;1959;8.1;1;1;1;7936735
23.86;4;49.59;1;17;1970;11.72;1;1;6;6753796
48.28;2;48.18;1;26;1963;5.99;1;0;11;8134654
81.69;5;50.53;1;2;2021;1.66;1;1;7;14858288
48.49;2;60.81;1;22;2024;5.18;0;1;7;8906613
48.5;3;42.18;1;19;1950;8.37;1;1;7;8486411
65.81;1;64.0;1;2;1996;15.13;1;0;24;7725132
48.48;5;64.14;0;19;1982;6.33;1;1;1;10664004
22.57;2;87.6;0;17;1963;12.25;1;1;25;4968639
71.9;4;60.07;1;19;1969;10.9;1;0;21;10677417
77.13;4;72.86;0;17;1967;6.5;1;0;3;11200415
84.94;3;63.4;0;18;1957;8.33;1;1;8;11653252
36.36;4;69.85;1;26;1974;2.02;0;0;9;7796786
39.39;3;59.59;0;8;1950;9.09;1;1;3;8117472
50.37;5;43.42;0;21;1994;5.66;1;0;20;9950217
54.99;2;71.69;1;19;1995;8.17;0;1;25;9128350
70.4;2;67.83;1;10;1961;8.2;1;1;27;10218568
68.05;4;40.65;1;13;1989;12.11;0;0;24;9823850
66.37;4;51.84;1;19;1989;9.42;0;0;13;10170045
43.86;5;70.96;1;23;1976;14.29;0;0;30;7560351
43.17;5;52.95;0;29;1969;7.29;0;1;9;9063400
31.63;1;63.8;0;4;1958;1.85;1;0;23;6470751
49.61;5;38.79;1;7;2019;3.38;1;0;9;10707823
52.4;2;80.24;1;25;2003;5.55;1;1;18;8394149
88.46;1;40.64;0;7;2020;10.08;0;0;16;10475002
31.41;1;39.22;1;27;2023;7.05;1;0;19;6571135
54.88;5;72.01;1;20;1982;7.34;1;0;1;9858798
81.94;2;64.49;0;20;2019;7.87;0;1;3;10957188
68.37;1;102.15;1;28;1980;11.89;0;1;13;8678948
42.55;4;92.91;1;23;1990;15.02;0;0;12;7068956
46.99;2;73.19;1;12;1982;9.43;0;0;17;7953542
60.28;4;53.87;0;14;2003;13.05;1;0;7;10112422
95.4;5;97.84;1;30;2018;10.01;1;1;18;14674568
89.35;1;82.69;0;19;1974;11.68;0;0;1;9835370
63.22;3;28.7;1;21;1962;7.38;1;0;9;9479598
51.94;3;110.66;0;15;1977;13.13;0;1;29;8372307
66.5;1;32.63;0;23;1967;5.84;1;0;21;7656218
53.7;5;73.95;1;6;1973;11.74;1;0;15;8975907
60.8;4;56.54;1;23;1958;5.91;1;1;8;10906320
93.63;3;53.66;1;29;1991;9.28;1;0;11;11467464
44.97;4;47.38;1;19;1985;13.21;1;0;22;7092142
32.52;1;52.06;1;22;1951;7.65;0;0;19;5032446
15.0;2;36.82;1;3;1956;0.92;0;0;25;4437274
64.26;3;111.59;1;16;1977;12.74;0;0;14;8453794
52.52;3;91.31;1;17;1957;9.88;0;1;6;8787042
82.63;5;47.56;1;25;1996;8.17;0;1;27;11558734
54.73;1;65.25;1;19;1953;11.49;1;1;2;7330304
41.83;1;82.43;1;4;1989;15.41;1;0;25;5719702
60.8;1;63.75;0;8;1992;3.0;0;1;13;9516304
64.68;1;40.66;0;29;2013;4.95;1;0;16;8190859
62.12;2;57.54;1;21;1957;5.09;0;1;26;9314070
77.48;5;98.09;0;2;1951;7.07;1;1;16;12681268
66.01;1;69.49;0;30;2024;7.85;1;0;15;8361711
87.15;2;88.45;0;24;2014;10.84;1;1;9;12008462
68.18;2;56.14;1;4;1956;9.72;0;1;17;9767375
50.98;2;53.0;0;29;1990;0.9;0;1;16;9160176
21.65;1;78.03;1;3;2021;2.26;0;1;24;6331762
63.22;4;79.8;0;6;1963;11.9;1;1;7;10644042
40.39;3;52.69;0;11;1964;9.3;0;0;8;6656960
54.44;3;56.16;0;1;2020;4.52;0;1;6;10799926
51.82;3;62.17;1;23;1951;4.93;0;0;2;8538318
90.43;2;92.49;1;2;1990;5.35;1;0;10;11867810
96.03;5;50.5;0;23;1974;14.99;0;1;24;13037985
38.46;1;59.77;1;1;2018;1.47;1;1;14;8007879
85.21;1;47.21;0;9;1973;9.19;0;1;12;10905473
58.65;4;23.69;0;9;1993;12.81;1;0;30;9140599
63.25;3;88.51;0;29;2015;8.58;0;0;6;8966700
50.89;2;87.23;0;29;1979;6.86;1;1;18;8380540
103.14;4;76.91;0;25;2010;8.62;1;0;11;14258646
54.22;2;76.24;0;12;2004;12.47;1;1;25;8080446
61.74;5;44.71;1;24;1986;8.68;0;0;22;9828369
59.95;4;50.85;0;18;1965;9.85;1;0;14;9672926
41.92;1;117.53;1;9;2019;7.14;0;1;23;8004602
25.04;4;51.93;1;10;2013;4.69;0;1;4;7430207
72.71;1;55.24;0;14;1960;13.35;0;0;30;7850471
32.52;5;64.35;0;9;2023;16.49;0;0;12;7759599
45.81;3;57.19;1;29;2022;9.77;1;1;22;9245566
40.75;1;86.55;1;24;1990;8.9;1;1;27;8133081
81.58;2;53.99;0;4;2007;14.27;1;0;26;9991604
43.86;4;39.89;1;26;1995;5.2;0;0;14;8712674
48.96;1;65.61;0;2;1995;8.19;1;1;15;7830190
71.38;4;67.75;0;19;1978;14.92;0;0;20;10186483
59.96;3;47.66;0;30;1991;1.44;0;1;18;10181169
34.97;3;89.96;0;18;2006;3.76;1;1;25;8892415
64.13;2;53.16;1;17;2015;13.82;0;0;12;8160451
50.9;1;54.41;0;20;2009;10.48;1;0;4;7084206
89.81;4;64.54;1;21;1987;3.44;1;1;15;12981643
76.38;2;78.58;1;28;1980;1.12;1;0;16;10419975
69.65;2;28.91;0;17;2004;3.29;0;1;15;10982771
81.12;2;72.99;1;13;1973;6.06;0;0;18;10664528
33.88;3;82.15;0;9;1993;13.61;1;1;14;7561282
76.05;3;74.89;0;9;2024;7.19;0;1;3;11893990
78.28;4;52.02;1;19;1968;11.19;1;0;21;10685235
69.72;4;73.29;1;29;2002;0.73;0;0;7;10671195
67.53;2;73.58;1;14;2005;9.07;1;1;28;10762146
56.72;4;72.68;1;19;1958;2.75;1;1;8;10825559
88.63;4;68.17;0;29;1954;5.56;0;0;28;12898842
87.91;3;83.22;1;22;2012;11.05;1;1;21;11869784
98.41;1;40.58;1;16;1999;7.34;0;1;28;12834078
34.46;2;16.36;1;15;1980;3.02;0;1;21;7615365
35.39;3;66.43;0;22;1964;10.84;0;1;21;6980695
78.53;1;61.99;1;21;2013;1.8;0;1;3;11174767
37.28;2;45.92;0;3;1985;2.89;1;1;6;8341192
69.22;4;90.12;1;2;1999;12.39;1;0;1;11654008
41.04;3;42.47;0;26;2011;2.17;1;1;5;10181411
15.29;4;43.18;0;7;1957;5.38;0;1;12;6276224
78.26;4;80.44;0;13;1962;6.77;1;0;28;11183914
79.41;5;63.3;0;6;2023;6.0;1;1;28;13605805
43.41;4;56.71;0;5;2006;9.22;0;0;21;8662100
88.94;4;56.65;1;23;1952;6.37;1;1;28;12715588
76.95;1;26.15;1;24;2008;8.64;0;0;9;9415512
81.56;3;57.57;0;14;1958;8.11;1;0;12;11111524
64.37;1;61.77;1;24;1997;2.84;1;1;14;9536061
80.17;5;51.54;1;11;1950;0.09;1;0;28;13919431
66.56;3;58.38;1;24;1978;16.08;1;0;27;8583622
59.55;4;52.2;0;28;1987;9.24;0;0;7;9057115
58.18;2;42.46;1;13;1998;15.01;0;1;7;8857001
70.62;4;46.81;0;2;2003;14.26;0;1;17;10788947
76.88;3;66.6;1;1;1983;5.52;0;0;13;11304695
66.84;3;51.65;1;12;1993;3.49;1;1;24;11250083
71.65;5;48.09;0;12;2010;8.39;1;1;4;12603556
86.89;1;54.69;0;29;1959;18.55;1;0;30;8291093
60.25;1;77.36;0;3;1977;10.65;0;1;24;8643400
55.84;1;34.3;0;13;1995;11.91;0;1;23;8114336
90.49;3;38.08;0;11;1988;1.48;0;0;5;12749031
100.21;4;54.53;1;25;2020;3.22;0;1;20;14209484
99.95;5;38.51;0;24;1955;7.99;0;1;26;14540770
80.89;5;89.17;0;29;1967;5.26;0;0;22;11156643
88.55;2;79.53;0;29;2002;14.63;0;0;4;10048735
66.7;2;66.96;0;13;1962;1.97;1;1;11;10485933
57.98;2;43.14;0;28;2004;15.19;1;1;20;7787271
59.1;1;50.36;1;14;1963;3.99;1;0;5;8423972
54.62;4;43.35;1;12;1974;10.93;0;0;15;8794329
53.24;5;62.26;0;17;2018;7.96;0;0;11;9771027
72.59;2;59.23;0;14;2006;5.2;1;1;21;11225372
100.28;4;59.2;0;10;2008;3.42;1;1;12;14993356
62.54;4;70.08;0;7;1976;5.63;0;0;24;10235062
24.1;5;51.24;1;19;1960;7.04;0;0;4;6949808
60.54;5;36.98;0;6;1983;3.54;1;1;19;12101982
69.45;4;77.46;0;5;1987;8.41;0;0;11;10751522
99.83;3;24.56;1;6;1990;3.78;1;0;12;13440109
70.92;3;10.0;0;20;1951;10.7;1;1;7;9838505
35.93;4;38.86;0;15;1951;5.36;0;0;16;7663442
68.59;1;55.09;1;8;2022;8.22;1;1;14;10113505
80.17;4;26.55;1;17;1977;6.52;0;1;6;12521914
73.86;5;65.91;0;10;1953;10.59;0;1;30;11763829
97.84;2;40.11;0;18;2024;13.15;0;0;13;11857553
87.26;2;55.6;0;3;1994;12.78;0;1;8;10974474
53.05;1;62.29;1;15;2006;4.5;1;1;18;9087881
60.36;5;115.32;1;30;1985;8.13;1;0;24;10739869
57.46;2;70.41;1;12;2002;11.46;0;1;25;8993698
32.28;1;56.77;0;26;1987;2.94;1;1;16;5945494
60.82;5;45.29;0;28;1990;10.24;1;0;7;9819619
81.13;3;31.22;0;19;1952;7.95;1;1;3;11397352
76.39;3;83.86;1;19;1997;9.66;0;0;4;10016651
50.11;4;75.15;1;30;1967;3.69;0;0;22;8321686
89.94;4;67.54;1;13;1960;2.93;1;0;13;13176668
79.65;1;90.92;1;23;2014;7.35;1;0;8;10253513
47.35;1;30.97;1;27;1971;10.63;0;1;23;6954156
23.0;5;44.84;1;5;1970;12.19;0;1;28;7090044
85.41;4;83.64;1;3;1966;14.94;1;0;12;11633091
68.48;5;46.27;0;13;1982;7.15;1;0;5;11463047
79.01;5;63.41;0;9;2017;9.62;0;0;2;12789068
90.86;5;58.48;1;12;1988;5.32;1;0;12;13185563
81.51;4;50.69;1;17;1990;12.84;0;0;29;11687963
83.13;3;61.25;0;9;1963;3.43;1;0;3;12118366
32.43;4;36.34;0;28;1961;2.72;1;1;14;8240468
55.01;2;53.48;1;1;1995;7.85;0;0;15;7658372
54.74;1;17.37;0;10;1977;4.12;0;1;17;8301186
75.15;5;63.91;1;14;1998;5.58;0;0;29;11958436
71.34;1;29.03;0;25;1950;7.01;1;0;20;8880405
66.83;4;60.41;0;3;1952;7.44;0;0;5;9452504
82.11;5;35.1;1;16;1991;9.61;0;0;4;12752292
67.96;2;59.94;1;23;2010;2.72;0;0;13;9771766
34.11;5;58.3;1;6;2020;10.68;1;1;28;8953273
28.13;3;86.58;1;18;1982;12.05;1;0;5;5575308
48.7;1;51.25;1;22;2014;10.9;0;1;12;8062856
37.43;4;27.58;1;9;1981;0.13;0;0;15;8095813
56.14;5;36.48;0;13;2007;7.98;0;0;11;10487632
59.94;3;49.66;1;30;2007;3.73;1;0;1;10077794
86.52;2;79.11;0;27;1997;7.86;1;1;6;11730743
63.57;3;41.8;1;18;2021;12.13;0;0;20;8943313
39.39;2;58.3;0;30;2004;7.12;1;1;8;8266916
41.42;3;74.98;0;11;2013;3.64;0;1;9;8919483
57.53;1;43.17;0;19;1985;17.0;1;1;18;7437577
73.86;5;62.32;1;4;1984;0.75;0;1;25;12944809
58.17;4;13.73;1;14;1959;11.39;1;1;19;10165423
83.28;1;45.07;1;11;2016;5.37;0;0;11;10987729
75.28;5;67.16;0;11;2021;5.63;0;0;3;12182494
89.81;5;10.0;0;1;1983;9.09;1;1;3;14003109
86.32;3;55.21;0;7;1968;7.57;0;0;1;11815669
69.09;5;69.02;0;20;2009;9.18;0;1;6;11255580
42.75;2;67.18;1;27;1968;8.26;0;1;7;6800392
77.46;5;36.51;1;9;1999;11.07;0;0;16;11658060
78.02;3;97.29;1;14;2004;15.29;1;1;15;10966782
50.49;2;75.87;1;1;2016;6.32;1;1;23;9399816
85.01;2;92.76;0;18;2024;8.82;0;0;10;11221590
62.42;5;27.39;1;27;2006;9.07;1;1;28;10963717
48.41;4;64.25;0;8;1979;14.09;1;0;27;9017127
37.12;5;83.55;0;4;1986;6.63;1;0;3;8302197
63.77;2;62.99;0;17;2015;9.5;0;1;13;9996446
51.69;1;23.88;1;21;2018;8.6;0;1;19;8793820
29.62;5;53.17;1;10;1993;11.12;1;1;21;8729449
81.16;2;67.88;1;5;1952;3.49;0;1;2;10986048
61.66;4;46.96;0;19;2009;1.54;0;0;11;10527275
71.53;1;41.49;1;2;1983;0.45;1;1;18;10485842
43.87;5;79.63;1;28;1984;9.07;0;1;25;9179424
71.98;5;79.23;1;27;2006;10.76;0;0;10;10849876
59.72;4;80.31;0;1;1959;5.82;1;1;16;10316312
19.98;4;94.08;0;7;1959;7.53;0;0;29;5975266
65.44;1;64.47;0;15;2005;9.85;1;1;13;9850262
49.48;2;53.09;1;16;1992;4.61;1;0;11;7777255
73.34;4;85.68;0;28;2024;18.53;1;0;28;9757624
52.03;4;41.42;0;13;1950;20.94;0;0;27;6751038
59.07;3;36.93;0;13;1996;1.57;0;1;30;11020058
114.35;4;44.47;1;16;1953;6.58;0;1;27;15471677
41.53;2;31.92;1;7;1950;2.21;1;1;24;7360743
74.67;3;53.88;1;12;1953;10.02;0;1;12;10398179
65.55;1;57.01;0;7;1967;5.08;1;0;3;8427928
82.57;5;36.04;0;7;1954;0.68;1;0;21;12972027
73.05;5;57.67;0;8;1970;13.16;0;1;17;11456203
62.51;5;59.8;1;7;1971;10.73;1;1;13;11102909
41.99;5;83.45;1;4;1995;4.63;1;0;14;9490889
81.51;1;49.09;1;18;2002;11.66;0;1;21;10223966
93.7;1;32.8;1;23;2011;12.5;1;1;10;11726557
75.52;5;47.33;0;14;1970;10.76;1;1;30;11566473
55.44;3;76.71;0;29;2020;10.36;0;1;17;9201659
64.65;1;55.04;0;15;2021;8.17;0;1;19;8940349
45.76;1;50.6;1;15;1993;10.51;0;0;1;6238565
32.04;1;46.12;0;5;1971;5.14;0;0;28;5358990
34.67;1;17.44;0;7;1965;10.41;0;0;10;5140640
55.89;1;60.91;0;8;1976;13.6;0;0;5;7134046
38.68;1;79.29;0;30;2014;5.77;0;0;29;6041717
36.53;1;81.05;0;6;2010;3.16;0;1;3;7843111
60.39;3;79.14;1;16;1965;6.72;1;1;23;10113697
61.31;5;51.39;0;13;1975;10.59;0;1;19;10208177
83.76;1;30.5;0;10;1981;6.51;0;0;7;10049557
71.28;4;37.19;1;13;2023;1.99;0;0;28;12160363
86.64;3;31.63;1;16;2024;13.52;1;0;7;11471889
85.42;4;39.35;0;6;1951;14.97;0;1;17;11524884
50.84;2;66.2;0;2;1967;14.33;0;0;20;6382739
24.98;2;71.54;1;4;1976;9.66;0;1;8;5526345
76.0;2;33.52;1;20;1994;2.97;0;1;4;11148981
56.45;3;56.18;0;25;1979;11.65;1;0;20;8324901
28.84;3;74.52;0;17;2002;11.01;0;0;6;5929134
40.81;3;49.03;0;22;2011;4.95;0;1;16;8903568
67.56;3;39.44;0;15;1959;11.03;0;1;24;9114052
69.2;2;61.74;0;10;1976;5.48;0;1;3;10281614
75.39;3;83.21;0;18;1980;4.28;1;1;20;11285262
65.63;1;68.61;0;26;2000;6.41;0;0;2;8420972
98.16;3;83.5;0;19;1954;8.69;0;1;16;12500500
62.23;4;84.6;0;2;2001;14.39;1;0;6;9184774
50.68;2;49.37;0;22;1993;8.55;0;1;11;8055808
68.39;2;98.3;0;13;1981;12.65;1;1;30;9398787
52.25;3;36.28;0;29;1950;13.52;1;0;9;6611797
57.34;1;24.52;1;7;1977;1.77;1;1;4;9640103
76.35;4;67.38;1;29;1975;8.4;0;0;25;11055152
50.31;5;52.19;0;21;2017;0.57;0;1;1;10851058
45.8;4;48.1;0;2;2009;4.35;1;1;29;9615388
66.64;4;67.6;1;3;1998;3.1;1;1;4;12382396
76.05;5;47.45;1;7;1988;2.69;0;0;3;12488657
58.21;1;61.12;1;25;1960;2.93;0;0;30;7911168
51.54;3;69.78;1;7;2009;2.84;0;0;2;8637571
39.75;5;24.0;0;12;2003;3.94;1;0;3;8999052
65.33;3;37.01;1;28;1988;14.12;1;0;21;9599204
52.25;1;56.31;1;22;2024;0.0;1;1;23;9835190
53.23;1;60.68;0;15;1996;12.24;0;0;20;6926971
74.31;5;52.39;0;14;1971;4.59;1;0;29;11772695
64.14;2;59.35;1;23;1989;1.79;1;1;2;10350734
54.21;4;50.1;0;19;2017;4.62;1;0;30;10203453
50.26;1;20.72;1;30;1989;4.49;0;0;11;7277446
51.88;1;63.27;0;9;1978;16.81;1;0;29;5900917
25.71;2;44.02;1;22;1962;9.63;1;1;8;5359598
29.46;3;54.05;1;13;1956;2.09;0;1;9;7282924
49.06;4;80.34;0;22;1991;8.53;1;0;5;8281517
63.4;5;49.95;1;23;1991;4.96;1;1;6;12132245
54.71;4;13.07;0;13;2004;5.45;0;1;22;10735498
52.08;4;66.62;0;27;1988;6.83;0;1;18;9107733
65.19;5;70.9;0;21;1965;6.88;0;0;25;10809036
32.72;3;47.79;1;10;1972;6.18;0;1;20;7659742
72.87;2;88.34;0;15;2003;8.26;1;0;12;9996089
59.2;3;82.91;0;14;1956;12.47;0;1;12;9217142
54.63;4;49.32;1;26;2003;14.28;0;1;26;9387946
47.24;3;32.54;1;6;1963;5.01;1;1;22;9090624
89.25;2;63.1;1;8;1950;14.13;0;1;22;10344821
65.85;1;50.48;1;1;2005;16.38;0;0;28;8117612
60.31;2;64.21;0;2;1974;4.39;0;0;18;8573231
61.52;3;89.52;0;15;2016;1.95;0;1;20;10689351
33.4;3;70.85;0;22;1997;1.47;1;1;25;8357274
81.22;3;56.72;1;10;1997;6.78;0;0;20;11200162
80.11;1;62.49;0;30;1969;14.38;1;1;9;8495637
69.22;1;92.5;0;6;1980;7.18;0;0;2;8851848
60.83;1;48.12;0;23;1992;6.16;0;1;6;8911342
49.86;1;25.44;1;12;1956;6.69;0;1;19;7727682
63.24;1;73.01;0;30;1954;4.5;0;1;4;8946567
42.34;1;57.01;0;12;1980;6.71;1;0;30;6818681
35.98;5;48.9;0;23;1985;9.84;1;0;28;8212348
79.98;2;54.53;0;9;2015;10.35;0;0;11;10386783
61.08;1;92.21;0;17;1989;4.52;0;1;14;8567017
91.23;2;27.08;0;20;1983;1.82;0;1;22;11987496
59.89;3;58.47;0;16;2015;4.07;1;0;23;10158508
43.36;4;48.59;1;2;1989;8.46;1;1;30;9631827
90.27;1;11.36;1;29;2022;0.19;0;1;26;11961177
45.36;2;95.54;1;3;1964;11.61;1;1;8;7612230
55.58;4;30.8;0;8;1983;12.55;0;0;30;8037538
78.48;4;69.34;1;28;2001;5.0;0;0;6;10883214
27.87;2;63.84;0;17;1972;12.12;1;0;8;5148377
28.64;5;74.5;1;27;1959;15.91;0;1;10;6696505
52.46;3;53.57;0;18;1969;3.16;1;0;8;9038520
85.98;1;46.33;1;17;2022;6.72;0;0;21;10334990
56.58;3;60.87;1;22;1955;12.59;1;1;9;8463169
47.23;1;40.44;1;24;1974;13.44;1;0;15;6137533
72.15;1;69.97;1;19;1956;12.9;0;0;7;8027125
55.18;3;34.06;0;24;2018;3.51;1;1;27;10706430
44.22;4;43.26;1;12;1975;12.56;1;1;12;7924125
76.64;4;88.77;1;2;1979;5.42;0;1;13;11880208
37.12;5;62.92;1;30;1995;8.76;1;0;6;7896296
64.8;5;22.49;0;29;1951;13.93;1;0;13;9522461
73.24;5;60.4;0;21;1987;2.93;0;0;8;12040521
52.7;2;69.23;0;25;1993;10.96;0;0;8;7200781
32.78;2;37.23;0;6;1971;9.79;0;1;7;6532253
56.15;2;57.33;1;27;1960;6.55;1;1;25;8734346
38.37;4;66.22;1;24;1950;7.69;0;1;18;8379960
50.76;2;25.3;0;14;1952;9.15;0;1;23;7765235
43.75;3;45.38;0;29;1993;9.4;0;1;5;8453401
60.99;4;48.54;1;13;2023;4.33;1;1;15;12288799
50.07;5;78.57;0;16;1960;11.63;1;0;24;8619355
58.28;3;43.41;0;30;1981;1.27;1;0;9;10127782
51.86;2;71.05;1;10;2012;5.34;1;1;16;9295490
55.19;1;58.91;0;2;1987;16.68;1;1;30;7149270
56.62;5;53.76;1;29;1998;10.8;1;1;14;10395069
93.15;5;34.03;1;12;1992;7.44;0;1;23;13561472
39.71;2;56.41;1;28;2009;10.71;1;1;25;7439585
96.12;1;56.02;1;28;1959;7.46;1;0;30;10821222
52.12;5;58.95;0;11;2007;11.88;1;0;30;9301177
47.11;4;17.28;0;1;1997;0.38;1;1;25;10842330
80.56;1;62.76;1;18;1994;3.31;0;1;5;11025042
42.53;4;53.12;0;23;1964;19.5;1;1;24;7262327
46.39;5;60.28;0;21;1994;5.77;1;0;26;9736697
64.53;2;42.07;0;16;1996;7.56;1;0;6;10006265
58.08;1;29.52;0;24;2002;2.03;1;1;21;9265261
85.93;4;63.13;1;19;1999;0.26;0;0;12;12768301
74.78;4;84.4;1;17;1979;1.75;0;0;20;11665901
56.84;4;23.14;0;21;2011;7.24;1;0;23;9588326
83.44;1;62.63;1;19;1989;10.03;0;0;17;9706841
85.41;3;57.05;0;4;2008;8.86;0;0;21;11957418
42.95;2;72.82;0;4;1954;7.99;0;1;18;7797701
77.69;1;77.43;0;21;2012;3.67;0;1;22;10304913
69.88;3;76.93;0;26;2005;4.83;1;1;25;11696431
56.49;1;48.64;1;21;1963;15.95;0;0;12;6190231
96.15;4;62.94;0;28;1999;8.0;1;1;15;13684645
64.75;5;82.48;0;19;1960;6.7;0;1;15;11588155
63.94;1;64.74;0;16;1981;13.89;1;0;28;7834103
33.17;4;61.35;0;20;2021;9.16;0;1;8;8909984
42.61;4;59.33;1;1;1979;15.03;1;1;28;8819936
91.16;3;67.23;0;13;1994;0.9;0;1;28;13870162
45.03;5;62.91;1;6;1978;2.8;0;0;28;9706119
46.42;1;29.51;1;16;1953;9.43;0;1;24;7045991
68.77;2;69.24;1;13;2004;0.68;0;0;8;10603837
29.07;3;28.51;0;30;1978;13.76;1;1;1;5895190
44.13;4;70.98;1;3;1970;21.74;0;0;2;6486588
92.29;5;73.49;1;24;2011;9.76;1;0;10;13598002
56.41;3;77.34;0;21;1993;6.12;0;1;23;9182389
37.01;5;20.73;0;19;2001;9.04;1;0;19;8819574
42.34;2;71.66;0;13;1965;15.56;0;0;21;5219180
66.19;4;53.14;1;1;1955;10.84;1;0;23;10342746
70.5;4;32.74;1;8;1999;7.19;0;1;29;11647333
85.68;3;72.22;1;18;1987;18.26;1;1;14;11152474
63.6;3;77.57;1;25;1988;1.6;0;0;4;10057034
61.53;3;62.15;0;29;2020;0.7;1;0;3;11006189
34.32;4;62.82;0;14;1966;9.96;1;1;22;7942354
60.8;4;41.36;0;24;1963;12.66;1;1;4;10018581
71.07;2;38.48;1;19;2022;0.4;0;0;23;10481510
57.59;4;90.47;0;3;1977;5.28;0;0;28;9337565
78.26;5;27.78;1;29;1966;9.45;0;0;16;11055152
46.26;3;66.28;0;8;2020;18.1;1;1;4;8216606
63.86;5;31.12;0;13;1986;7.74;1;0;25;10483775
84.65;2;81.76;0;19;2017;6.63;0;0;28;11326116
58.89;1;43.62;0;27;2001;6.28;1;1;24;8226967
108.91;1;69.1;1;23;1996;1.57;0;1;4;13948521
38.52;1;30.77;1;29;2004;1.54;0;1;20;7240902
27.68;2;61.74;0;27;2016;10.7;0;0;25;4667423
82.72;3;50.91;0;21;1956;5.4;0;1;11;12065249
83.37;5;77.26;0;26;2008;9.96;0;0;23;11982437
78.13;1;54.26;0;23;2005;7.08;1;1;4;11038824
62.0;1;88.62;1;22;1955;8.97;1;1;22;7816013
91.54;4;79.49;0;12;1951;8.74;0;0;13;12258328
50.89;1;48.25;1;3;1976;10.08;1;1;24;7879008
64.71;3;40.84;1;17;2001;2.06;0;0;9;10592899
83.46;2;72.05;0;10;2022;14.17;0;1;20;11802755
96.81;2;53.12;0;29;1994;6.0;1;1;21;12910789
50.28;2;93.64;1;30;1951;3.68;1;0;16;7099526
57.22;5;49.4;1;18;1996;10.12;1;1;2;10174656
67.25;1;62.91;0;3;1986;12.65;0;0;8;7699741
95.92;4;70.57;1;22;1973;3.34;0;1;24;13691490
39.09;3;79.56;0;12;1962;4.6;0;0;30;6765822
72.07;5;33.83;1;21;1973;13.97;0;0;20;10252130
